,Ratings,Title,Reviews,Likes,Dislikes,Date
158,5,Could be way better,"After reading all the reviews, I decided to order this product for my mother and it was delivered as expected. So , no complaints on delivery process but installation service was pathetic. It was supposed to be installed next day then the service person said he will turn up by evening and I insisted him do make sure you turn up by evening without fail or else my mother has to face the problems for sleeping on the floor,  as we disassembled our old bed already and she was already going through...READ MORE",1,0,17-07-2020
159,5,Excellent,"Good Product & Best price in Market.,READ MORE",1,0,17-06-2020
160,4,Utterly Disappointed,"The product is made of really cheap material like a cardboard.Even the covering of the material is like paper even if by mistake some object rubs it, itcomes out.If you purchase it, make sure you donot plan to shift the bed from one room to another. It's not sturdy enough to survive the shifting.READ MORE",1,0,17-07-2020
161,4,Mind-blowing purchase,"Installation and demo done by nand kishor Kumawat employee id- IPSJCDE11452, CUSTOMER ID- 1803309,good behaviour and very experienced personREAD MORE",1,0,17-06-2020
162,5,Wonderful,Good one as price comparisonREAD MORE,1,0,17-06-2020
163,5,Wonderful,bed is broken with in 3 months... very poor qualityREAD MORE,1,0,17-03-2020
164,5,Just wow!,EXCELLENT THIS PRICE 6999/-READ MORE,1,0,17-02-2020
165,5,Excellent,good quality we liked the productREAD MORE,1,0,17-02-2020
166,4,Just wow!,Manjunath.S was very good and professional. Very fast installation.READ MORE,1,0,17-01-2020
167,4,Useless product,The worst product ...quality is poor and received a damaged product ..installation was not done properlyREAD MORE,1,0,17-12-2019
168,4,Bad quality,there is no support from Flipkart. I raise 4 time support within year. it broken at time of installions. they close without unfrom me. it is movble as well. it is onlyWorst project I purase from Flipkart. we will lot of durable test from Flipkart that all fake.this made of wood dust part.life of bed hardly 5 years..READ MORE,1,0,17-12-2019
169,5,Does the job,"it's a good buy. have lots of storage space. two problems I have. first one, height of bed is too low, we can get used to it. second one is too bad - none of the edges are finished properly. all the edges are too sharp. can't believe how such simple things make the whole bed so bad.READ MORE",1,0,17-12-2019
170,5,Bad quality,Bed is not that durable if one has to shift from one place to another I don't think this bed will last long as it's screw once opened it will get loose.READ MORE,1,0,17-10-2019
171,5,Wonderful,very nice thanks to Flipkart love itREAD MORE,1,0,17-10-2019
172,5,Terrible product,Very very bed productREAD MORE,1,0,17-10-2019
173,5,Not recommended at all,dont buy this product. very weak. insect are comming from cot.READ MORE,1,0,17-09-2019
174,5,Did not meet expectations,"Firstly the storage goes on the floor, and the bed has hard and sharp edges on every sides even on the head storage. It is difficult to even make the bedding as the sharp edges would hurt hands. This makes you to buy edge and corner guards. But one can't paste to on all sides.READ MORE",2,0,17-08-2019
175,5,Nice product,bed is good and long lasting if matress of heavy quality or cotton mattress with around 50 kg is used.If not then it will shake because its made with particle board which is very light weight.READ MORE,1,0,17-08-2019
176,5,Worthless,low quality productREAD MORE,1,0,17-08-2019
177,5,Unsatisfactory,Preferably not to take this productREAD MORE,1,0,17-08-2019
178,4,Really Nice,"S Ganesh Jeevis Chennai branch ( ID IPJCCH0070) Product recieved on time. And installation also on time as expected , so far looks and product rigidity looks good. value for moneyREAD MORE",1,0,17-08-2019
179,5,Very good,Very goodREAD MORE,1,0,17-08-2019
180,5,Worth the money,"Value for money. Don’t expect it to long last. Cannot sustain shifting and re installation. Good for use, if you have to install and use it on long term basisREAD MORE",1,0,17-07-2019
181,5,Excellent,nice bed. best quality in reasonable cost thanks to Flipkart.READ MORE,1,0,17-07-2019
182,5,Decent product,"Bed directly rests on the floor, as there is no bed leg supportREAD MORE",1,0,17-06-2019
183,5,Could be way better,Quality is really badREAD MORE,1,0,17-06-2019
184,5,Simply awesome,very good product highly recommend great designREAD MORE,2,0,17-05-2019
185,5,Wonderful,"good product in this range, But will start sound like murmuring (lil noise between joints) after 2-3 month.READ MORE",1,0,17-05-2019
186,3,Perfect product!,Nice bed as per cost the product is very niceREAD MORE,1,0,17-01-2019
187,5,Screw package was missing,Screw were missing in this product . Instead of providing screw. They took back the bedREAD MORE,1,0,17-12-2018
188,4,Perfect product!,excellentREAD MORE,1,0,17-12-2018
189,5,Don't waste your money,Don't know how they sell their products with incompleted components. Returned two times and the both times same incompleted components delivered. Don't buy from thus seller.READ MORE,1,0,17-12-2018
190,4,Value-for-money,Bed is awesome but quality is not as good as shown in flipkart....But still deserve 4.5 starsREAD MORE,2,0,17-12-2018
191,5,Super!,This is imported product from Malaysia..It is OK under 11K..Can easily assembled & reassembledREAD MORE,1,0,17-11-2018
192,5,Fair,THIS IS PARTICAL WOOD AND IT'S AVERAGE  LIFE 3 OR 4 YEARSREAD MORE,1,0,17-11-2018
193,5,Worth the money,GoodREAD MORE,1,0,17-10-2018
194,5,Moderate,"Poor quality engineered wood. Bottom of the bad is not attached but loose, provide poor support. Due to loose bottom, there is always chance of getting ruined due to water spillage on floorREAD MORE",1,0,17-10-2018
195,5,Worthless,"enen after 3 days nobody came for installation and no tell nos.worst experience.I think nobody should go to flipcart, very careless.READ MORE",1,0,17-09-2018
196,4,Opus Engineered Wood Queen Bed quality is very bad,quality is very bad laminations are peeling off not value for money please think before you buy I don't understand how flipkart can promote thisREAD MORE,1,0,17-08-2018
197,5,Mind-blowing purchase,the colour or the coating which is brown in colour is pathetic it just comes up as if it's a paper pasted on plywood seriously I didn't expect the quality as suchREAD MORE,1,0,17-07-2018
198,4,Best in the market!,Nice productREAD MORE,1,0,17-07-2018
199,5,Delightful,Assembling is very complicated...may cost you expensive during room shiftREAD MORE,1,0,17-07-2018
200,5,Did not meet expectations,"It was supposed to be a BOX bed, but after the installation I found out that the base of the box bed is just a set of 8 square ply wood sheets which are not fixed to the bed infact they are simply lying on the floor. And this is so odd that if I lift the bed a little bit it leaves the sheets lying on the floor rather than sheets coming off the floor along with the bed...READ MORE",3,3,17-11-2018
201,4,Best in the market!,Very Nice Product. Worth My Penny ??Storage Space is Good and the wood looks good. ®?ight Price ??READ MORE,1,2,17-05-2019
202,5,Worth the money,satisfied with Product... Quality can be Improved but Very Good at this price of range... Installation done on time .... Thanks Flipkart......READ MORE,2,3,17-10-2018
203,4,Super!,"quality is more than expected in this price range. I am very much satisfied with the product. And installation by Jeeves, Keder kanekar is awesome.READ MORE",2,2,17-10-2018
